domicilio,servicios-con-los-que-cuenta,capacidad-de-familias,capacidad-de-personas,nombre-del-municipio,region,entidad,nombre-del-enlace-regional,uso-del-inmueble,nombre-de-la-localidad,coordenada-y,nombre-del-inmueble,coordenada-x
CONOCIDO,"AGUA, LUZ, SANITARIOS",40.0,160.0,MEDELLIN,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,EL TEJAR,19.073575,CASA EJIDAL,-96.161379
FRACCIONAMIENTO PUENTE MORENO,"AGUA, LUZ, SANITARIOS",175.0,700.0,MEDELLIN,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,ESCUELA,FRACCIONAMIENTO PUENTE MORENO,19.103646,ESCUELA PRIMARIA PARTICULAR EVER-GREEN,-96.154987
SIN DATO,"AGUA, LUZ, SANITARIOS",750.0,3000.0,MEDELLIN,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,ESCUELA,EL TEJAR,19.073343,ESCUELA SE HEROES DE VERACRUZ,-96.161644
CONOCIDO,"AGUA, LUZ, SANITARIOS",63.0,250.0,MEDELLIN,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,LA LAGUNA II,18.98472,CASA EJIDA,-96.078253
CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,PASO LAGARTO,19.101128,SALON,-96.505587
CONOCIDO,"AGUA, LUZ, SANITARIOS",37.0,150.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,MATA CAZUELA,19.149141,SALON,-96.450553
CONOCIDO,"AGUA, LUZ, SANITARIOS",37.0,150.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,HUIHUIXTLA,19.125988,SALON,-96.444224
CONOCIDO,"AGUA, LUZ, SANITARIOS",37.0,150.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,RINCON DE LOS TOROS,19.113743,SALON,-96.447593
CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,LOMA DE SANTA BARBARA,19.119004,SALON,-96.412741
CONOCIDO,"AGUA, LUZ, SANITARIOS",37.0,150.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,GUAJITO,19.103693,SALON,-96.40208
CONOCIDO,"AGUA, LUZ, SANITARIOS",37.0,150.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,REMOJADAS,19.079954,SALON,-96.389035
ZAMORA ESQUINA MATAMOROS,"AGUA, LUZ, SANITARIOS",25.0,100.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,SOLEDAD DE DOBLADO,19.045829,SALON ASOCIACION GANADERA,-96.421096
FRANCISCO MINA SIN NUMERO,"AGUA, LUZ, SANITARIOS",75.0,300.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,SOLEDAD DE DOBLADO,19.045108,DEPORTIVO,-96.416344
2 ABRIL ESQUINA MINA,"AGUA, LUZ, SANITARIOS",50.0,200.0,SOLEDAD DE DOBLADO,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,JULIAN FLORES CABRERA,SALON,SOLEDAD DE DOBLADO,19.049966,SALON EJIDAL,-96.424752
CALLE HIDALGO NUMERO 23 ESQUINA XICOTENCALT COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",125.0,500.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,CATEMACO,18.418399,SALON DE EVENTOS MULTIPLES EMILY,-95.10698
CALLE NIÑOS HEROES COLONIA NIXTAMALAPAN,"AGUA, LUZ, SANITARIOS",62.0,250.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,CATEMACO,18.421717,SALON DE EVENTOS MULTIPLES ATLANTIS,-95.102696
CALLE CHIPILE COLONIA LOS PRADOS,"AGUA, LUZ, SANITARIOS",125.0,500.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,CATEMACO,18.432254,SALON DE EVENTOS MULTIPLES EL PESCADOR,-95.114446
CALLE PRINCIPAL,"AGUA, LUZ, SANITARIOS",20.0,80.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,BARRA DE SONTECOMAPAN,18.557177,ESCUELA PRIMARIA BENITO JUAREZ,-94.993987
CALLE PRINCIPAL,"AGUA, LUZ, SANITARIOS",25.0,100.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,LA PALMA,18.559924,IGLESIA CATOLICA,-95.064385
CALLE PRINCIPAL,"AGUA, LUZ, SANITARIOS",37.0,150.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,LA MARGARITA,18.364786,SALON DE USOS MULTIPLES,-95.039838
CALLE PRINCIPAL,"AGUA, LUZ, SANITARIOS",37.0,150.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LA MARGARITA,18.362066,TELESECUNDARIA,-95.039068
CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,TEBANCA,18.397491,SALON DE USOS MULTIPLES,-95.014077
CALLE PRINCIPAL,"AGUA, LUZ, SANITARIOS",37.0,150.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,FERNANDO OCHOA,18.437348,ESCUELA PRIMARIA EL PORVENIR,-95.001318
CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,LA VICTORIA,18.373092,SALON DE USOS MULTIPLES,-95.118
CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,80.0,CATEMACO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,MAXACAPAN,18.389065,ESCUELA PRIMARIA FRANCISCO I. MADERO,-95.122699
CALLE BENITO JUAREZ CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",40.0,160.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CORRAL NUEVO,18.113552,ESCUELA PRIMARIA BENITO JUAREZ,-95.113932
CALLE AMADEO GONZALEZ CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",22.0,90.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CORRAL NUEVO,18.113533,ESCUELA TELESECUNDARIA JOSEVASCONCELOS,-95.113195
CALLE SAN JUANILLO CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",11.0,45.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CORRAL NUEVO,18.10886,TELEBACHILLERATO,-95.116776
CALLE CORREGIDORA CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",7.0,30.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CORRAL NUEVO,18.110446,IGLESIA ROSA DE SAARON,-95.116294
CAMPO DEPORTIVO CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",12.0,50.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,CORRAL NUEVO,18.109058,IGLESIA TESTIGOS DE GEOVA,-95.117666
CARRETERA FEDERAL 180 CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",12.0,50.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,CORRAL NUEVO,18.115343,IGLESIA SAN ISIDRO,-95.113736
CALLE PRINCIPAL SAN ANGEL,"AGUA, LUZ, SANITARIOS",5.0,30.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,SAN ANGEL,18.114334,IGLESIA SAN ANGEL,-95.122567
CALLE PRINCIPAL SAN ANGEL,"AGUA, LUZ, SANITARIOS",10.0,70.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SAN ANGEL,18.114491,ESCUELA PRIMARIA J. MARIA PINOSUAREZ,-95.123022
CALLE PRINCIPAL LA GUADALUPE,"AGUA, LUZ, SANITARIOS",10.0,40.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LA GUADALUPE,18.134048,ESCUELA PRIMARIA FEDERAL  MANUEL AVILA CAMACHO,-95.152339
CALLE PRINCIPAL LA GUADALUPE,"AGUA, LUZ, SANITARIOS",6.0,24.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,LA GUADALUPE,18.133436,IGLESIA CATOLICA,-95.152946
CALLE BENITO JUAREZ CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",7.0,30.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CORRAL NUEVO,18.114159,JARDIN DE NIÑOS CARLOS A. CARRILLO,-95.113788
CALLE BENITO JUAREZ - CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",15.0,60.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SALON,CORRAL NUEVO,18.114162,SALON EJIDAL,-95.113543
SALIDA SAN JUANILLO CORRAL NUEVO,"AGUA, LUZ, SANITARIOS",8.0,30.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CORRAL NUEVO,18.109103,JARDIN DE NIÑOS MARIA DEL ROSARIO GONZALEZ,-95.116826
SIN DATO,"AGUA, LUZ, SANITARIOS",40.0,160.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,CORRAL NUEVO,18.119169,CASA MISION DEL DIVINO NIÑO,-95.116569
CARRETERA FEDERAL LOS MANGOS,"AGUA, LUZ, SANITARIOS",22.0,70.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,LOS MANGOS,18.244209,IGLESIA CATOLICA SAN MIGUEL ARCANGEL,-95.122484
CARRETERA FEDERAL LOS MANGOS,"AGUA, LUZ, SANITARIOS",24.0,85.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LOS MANGOS,18.244584,ESCUELA PRIMARIA MIGUEL ALEMAN,-95.122025
CARRETERA FEDERAL LOS MANGOS,"AGUA, LUZ, SANITARIOS",5.0,20.0,HUEYAPAN DE OCAMPO,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LOS MANGOS,18.244784,TELESECUNDARIA ADOLFO RUIIZ CORTINEZ,-95.121943
LUIS DELFIN PARDIÑO SIN NUMERO COLONIA BENITO JUAREZ GARCIA,"AGUA, LUZ, SANITARIOS",7.0,30.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,LERDO DE TEJADA,18.634896,SECCION 28,-95.519009
PINO SUAREZ NUMERO 519 COLONIA BENITO JUAREZ,"AGUA, LUZ, SANITARIOS",10.0,40.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.633146,ESCUELA PRIMARIA BENITO JUAREZ GARCIA,-95.517506
CALLE MARCO ANTONIO MUÑOZ SIN NUMERO COLONIA JOSEMARIA MARTINEZ,"AGUA, LUZ, SANITARIOS",32.0,130.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.632894,C.B.T.I.S NUMERO 77,-95.514101
CALLE MARCO ANTONIO MUÑOZ SIN NUMERO COLONIA JOSEMARIA MARTINEZ,"AGUA, LUZ, SANITARIOS",32.0,130.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.632766,SECUNDARIA TECNICA NUMERO 45,-95.512167
CALLE OAXACA SIN NUMERO ESQUINA MAGISTERIO COLONIA ZACATAL,"AGUA, LUZ, SANITARIOS",10.0,40.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.635272,ESCUELA PRIMARIA CUAHUTEMOC,-95.504407
CALLE HIDALGO SIN NUMERO ESQUINA COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.627209,ESCUELA PRIMARIA RAMON HERNANDEZ,-95.513762
RETORNO INGENIO POTRERO 190 COLONIA LAZARO CARDENAS,"AGUA, LUZ, SANITARIOS",10.0,40.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.620607,SECUNDARIA ALFONSO ARROYO FLORES,-95.519121
ANDADOR INGENIO LA GLORIA NUMERO 1 COLONIA LAZARO CARDENAS,"AGUA, LUZ, SANITARIOS",3.0,15.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.618943,PRIMARIA IGNACIO MANUEL ALTAMIRANDO,-95.517306
CALLE GUILLERMO GONZALEZ RAMIREZ SIN NUMERO COLONIA SAN RAFAEL,"AGUA, LUZ, SANITARIOS",7.0,30.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.616815,CENTRO DE ATENCION MULTIPLE DE EDUCACION ESPECIAL,-95.511629
CALLE PINO SUAREZ SIN NUMERO ESQUINA AQUILES SERDAN COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",10.0,40.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.623381,PRIMARIA EMILIANO ZAPATA,-95.517712
RETORNO INGENIO POTRERO 140 INTERIOR COLONIA LAZARO CARDENAS,"AGUA, LUZ, SANITARIOS",7.0,30.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.620068,BACHILLERATO MIGUEL ALEMAN,-95.518279
INDEPENDENCIA SUR NUMERO 171 COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",3.0,15.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.628001,COLEGIO SOR JUANA INES DE LA CRUZ,-95.518661
INDEPENDENCIA ESQUINA AQUILES SERDAN SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",20.0,80.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,LERDO DE TEJADA,18.62407,TEBAEV,-95.518821
"CALLE MORELOS, COLONIA CENTRO","AGUA, LUZ, SANITARIOS",15.0,60.0,LERDO DE TEJADA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,LERDO DE TEJADA,18.627536,SALON REY DAVID,-95.518333
AVENIDA BENITO JUAREZ ESQUINA GUILLERMO PRIETO,"AGUA, LUZ, DRENAJE",25.0,100.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SALTABARRANCA,18.590238,JARDIN DE NIÑOS ROSAURA ZAPATA,-95.533117
AVENIDA BENITO JUAREZ NUMERO 62 ESQUINA GUILLERMO PRIETO,"AGUA, LUZ, DRENAJE",12.0,50.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,SALTABARRANCA,18.590552,IGLESIA CATOLICA SAN ISIDRO,-95.53261
AVENIDA NICOLAS BRAVO ESQUINA JOSE MARIA MORELOS,"AGUA, LUZ, DRENAJE",12.0,50.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,SALTABARRANCA,18.589336,TEMPLO EVANGELICO JESUS DE NAZARET,-95.530982
CIRCUNVALACION SIN NUMERO,"AGUA, LUZ, DRENAJE",62.0,250.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SALTABARRANCA,18.590305,ESCUELA PRIMARIA FEDERAL PRESIDENTE JUAREZ,-95.528108
CALLE HIDALGO NUMERO 15,"AGUA, LUZ, DRENAJE",7.0,30.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,SALTABARRANCA,18.591187,TEMPLO EVANGELICO MONTE HOREB,-95.529693
AVENIDA 5 DE MAYO NUMERO 30,"AGUA, LUZ, DRENAJE",37.0,150.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SALTABARRANCA,18.592387,TELEBACHILLERATO RAFAEL HERNANDEZ OCHOA,-95.530478
AVENIDA INDEPENDENCIA ESQUINA MIGUEL HIDALGO,"AGUA, LUZ, DRENAJE",50.0,200.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,SALTABARRANCA,18.591201,SALON DE LA GANADERA LOCAL,-95.532004
CALLE INDEPENDENCIA ESQUINA 5 DE MAYO,"AGUA, LUZ, DRENAJE",62.0,250.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SALTABARRANCA,18.592772,ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,-95.532027
AVENIDA 16 DE SEPTIEMBRE ESQUINA INDEPENDENCIA,"AGUA, LUZ, DRENAJE",62.0,250.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SALTABARRANCA,18.595171,TELESECUNDARIA JAIME TORRES BODET,-95.5323
AVENIDA 16 DE SEPTIEMBRE ESQUINA GUILLERMO PRIETO,"AGUA, LUZ, DRENAJE",150.0,600.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,SALTABARRANCA,18.594797,SALON SOCIAL FELIPE CALDERON HINOJOSA,-95.533194
CALLE INDEPENDENCIA ESQUINA CIRCUNVALACION,"AGUA, LUZ, DRENAJE",75.0,300.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,SALTABARRANCA,18.594813,SALON EJIDAL SALTABARRANCA,-95.532067
CIRCUNVALACION ESQUINA CALLE INDEPENDENCIA,"AGUA, LUZ, DRENAJE",25.0,100.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,SALTABARRANCA,18.594946,JARDIN DE NIÑOS CORNELIO SOSA GUILLEN,-95.532249
AVENIDA VICENTE GUERRERO SIN NUMERO,"AGUA, LUZ, DRENAJE",37.0,150.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,ZAMORA CALETON,18.581209,ESCUELA PRIMARIA ABELINO BOLAÑOS,-95.483453
AVENIDA MELCHOR OCAMPO SIN NUMERO,"AGUA, LUZ, DRENAJE",37.0,150.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,ZAMORA CALETON,18.581616,TELESECUNDARIA CUAUHTEMOC,-95.477928
DOMICILIO CONOCIDO,"AGUA, LUZ, DRENAJE",10.0,40.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,ZAMORA CALETON,18.581444,IGLESIA CATOLICA,-95.4841
CALLE BENITO JUAREZ SIN NUMERO,"AGUA, LUZ, DRENAJE",12.0,50.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CARLOS HUERTA NAJERA (LA CRUZ),18.591775,ESCUELA PRIMARIA BENITO JUAREZ,-95.467666
DOMICILIO CONOCIDO,"AGUA, LUZ, DRENAJE",12.0,50.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,IGLESIA,CARLOS HUERTA NAJERA (LA CRUZ),18.591717,TEMPLO EVANGELICO BETHEL,-95.46865
DOMICILIO CONOCIDO,"AGUA, LUZ, DRENAJE",7.0,30.0,SALTABARRANCA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,ESCUELA,CARLOS HUERTA NAJERA (LA CRUZ),18.592532,JARDIN DE NIÑOS LAZARO CARDENAS,-95.467099
SIN DATO,"AGUA, LUZ, SANITARIOS",5.0,25.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,TIBERNAL,18.323195,COMUNIDAD TIBERNAL CASA EJIDAL,-95.403533
SIN DATO,"AGUA, LUZ, SANITARIOS",5.0,26.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,TIBERNAL,18.321275,COMUNIDAD TIBERNAL BODEGA RURAL DEL SOL,-95.403913
SIN DATO,"AGUA, LUZ, SANITARIOS",15.0,60.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,LA LOMA,18.293799,COMUNIDAD TULAR SALON EJIDAL,-95.438925
SIN DATO,"AGUA, LUZ, SANITARIOS",10.0,40.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,CAMACHO,18.26876,COMUNIDAD CAMACHO PRIMARIA VICENTE GUERRERO,-95.422097
SIN DATO,"AGUA, LUZ, SANITARIOS",15.0,60.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,CAMACHO,18.267753,COMUNIDAD CAMACHO SALON DE USOS MULTIPLES,-95.42317
SIN DATO,"AGUA, LUZ, SANITARIOS",74.0,270.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,TRES ZAPOTES,18.467112,"COMUNIDAD TRES ZAPOTES-ESCUELA PRIMARIA RAFAEL RAMIREZ CASTELLANOS, TELEBACHILLERATO",-95.43719
SIN DATO,"AGUA, LUZ, SANITARIOS",,250.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,TRES ZAPOTES,18.466806,COMUNIDAD TRES ZAPOTES IGLESIA CATOLICA SAN ANTONIO DE PADUA,-95.438492
SIN DATO,"AGUA, LUZ, SANITARIOS",40.0,150.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,TRES ZAPOTES,18.46696,COMUNIDAD TRES ZAPOTES SALON EJIDAL  LA APONPAL,-95.434945
ENFRENTE DEL PARQUE,"AGUA, LUZ, SANITARIOS",25.0,100.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,TRES ZAPOTES,18.467116,COMUNIDAD TRES ZAPOTES SALON EJIDAL,-95.43684
SIN DATO,"AGUA, LUZ, SANITARIOS",15.0,60.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,LA PITAHAYA,18.326315,COMUNIDAD PITAHAYA KINDER JUAN DE DIOS PALMA,-95.480744
SIN DATO,"AGUA, LUZ, SANITARIOS",5.0,20.0,SANTIAGO TUXTLA,LOS TUXTLAS,VERACRUZ DE IGNACIO DE LA LLAVE,MANUEL DIEZ TEPACH,SIN DATO,EL ESPINALITO (PUENTE ESPINAL),18.454298,COMUNIDAD ESPINALITO - IGLESIA CATOLICA,-95.495296
